age,occupation,maritalStatus,education,creditDefault,housingLoan,personalLoan,contactMode,month,dayOfWeek,duration,campaign,pdays,previous,poutcome,subscribed
39,technician,single,high.school,no,yes,no,telephone,jul,wed,233,7,999,0,nonexistent,no
47,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,127,3,999,0,nonexistent,no
45,services,married,basic.9y,no,no,no,telephone,jun,mon,71,2,999,0,nonexistent,no
54,retired,married,high.school,no,no,no,cellular,aug,wed,543,4,999,0,nonexistent,no
46,blue-collar,married,professional.course,no,no,no,cellular,aug,thu,99,5,999,0,nonexistent,no
50,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,67,1,999,1,failure,no
33,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,21,11,999,0,nonexistent,no
30,admin.,single,university.degree,no,no,no,cellular,jun,thu,144,1,999,0,nonexistent,no
35,blue-collar,married,unknown,no,yes,no,telephone,may,mon,267,1,999,0,nonexistent,no
45,admin.,married,high.school,no,no,yes,telephone,may,fri,225,1,999,0,nonexistent,no
33,blue-collar,single,basic.6y,unknown,yes,yes,cellular,jul,fri,103,2,999,0,nonexistent,no
41,blue-collar,married,basic.4y,no,no,no,cellular,apr,fri,191,4,999,1,failure,no
46,blue-collar,divorced,basic.9y,unknown,no,no,cellular,jul,mon,862,2,999,0,nonexistent,no
40,management,single,high.school,no,no,no,cellular,jul,wed,94,4,999,0,nonexistent,no
25,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,201,3,999,0,nonexistent,no
25,blue-collar,single,basic.9y,unknown,yes,no,telephone,jul,wed,236,4,999,0,nonexistent,no
33,unemployed,married,basic.9y,no,yes,no,telephone,may,wed,64,3,999,0,nonexistent,no
40,admin.,single,university.degree,unknown,yes,no,telephone,may,wed,96,4,999,0,nonexistent,no
35,technician,married,professional.course,no,no,no,cellular,jul,thu,207,3,999,0,nonexistent,no
30,housemaid,married,high.school,unknown,yes,no,telephone,may,fri,67,13,999,0,nonexistent,no
37,services,single,professional.course,no,yes,no,cellular,may,fri,279,1,999,0,nonexistent,no
55,management,married,university.degree,no,no,no,cellular,nov,wed,108,4,999,1,failure,no
23,admin.,single,professional.course,no,no,yes,cellular,jul,wed,206,3,999,0,nonexistent,no
51,admin.,married,university.degree,no,yes,no,cellular,nov,fri,358,3,999,0,nonexistent,no
58,blue-collar,divorced,unknown,no,no,no,telephone,may,mon,467,4,999,0,nonexistent,no
75,retired,divorced,basic.9y,no,no,no,cellular,mar,mon,233,1,999,0,nonexistent,no
46,services,married,high.school,no,no,no,cellular,apr,wed,325,2,999,0,nonexistent,no
35,services,married,basic.9y,no,yes,no,cellular,apr,thu,150,1,999,0,nonexistent,no
28,admin.,married,high.school,no,yes,no,telephone,may,fri,236,2,999,0,nonexistent,no
36,admin.,single,high.school,no,yes,no,telephone,jun,tue,281,1,999,0,nonexistent,no
30,admin.,single,university.degree,no,yes,no,cellular,may,mon,114,2,999,0,nonexistent,no
34,blue-collar,married,basic.9y,no,no,yes,telephone,may,mon,92,3,999,0,nonexistent,no
35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,1373,4,999,0,nonexistent,yes
32,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,75,2,999,0,nonexistent,no
45,technician,divorced,unknown,unknown,no,no,cellular,jul,fri,134,1,999,0,nonexistent,no
32,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,491,1,999,0,nonexistent,no
42,technician,single,professional.course,no,yes,no,cellular,may,wed,367,2,999,0,nonexistent,no
33,technician,married,university.degree,no,yes,no,telephone,jun,fri,186,2,999,0,nonexistent,no
43,blue-collar,married,basic.9y,unknown,no,no,cellular,may,mon,7,6,999,0,nonexistent,no
47,technician,married,professional.course,unknown,no,no,telephone,may,mon,194,1,999,0,nonexistent,no
24,blue-collar,single,high.school,no,yes,no,cellular,may,fri,858,3,999,0,nonexistent,yes
43,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,380,3,999,0,nonexistent,no
23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,219,1,999,0,nonexistent,yes
32,admin.,single,university.degree,no,no,no,cellular,nov,wed,1311,2,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,159,6,999,0,nonexistent,no
40,management,married,high.school,unknown,yes,no,cellular,aug,tue,236,7,999,0,nonexistent,no
29,student,single,high.school,no,no,yes,telephone,may,mon,630,1,999,0,nonexistent,yes
59,retired,married,unknown,no,no,yes,cellular,aug,fri,88,2,999,0,nonexistent,no
28,student,single,high.school,no,yes,no,telephone,jul,mon,12,3,999,0,nonexistent,no
56,management,married,high.school,no,yes,no,cellular,jul,fri,131,2,999,0,nonexistent,no
31,technician,single,professional.course,no,no,no,telephone,jul,tue,174,3,999,0,nonexistent,no
44,technician,divorced,professional.course,no,no,no,cellular,jul,mon,250,2,999,0,nonexistent,no
58,retired,married,university.degree,no,yes,no,cellular,aug,tue,90,2,999,0,nonexistent,no
47,retired,single,basic.6y,unknown,yes,no,cellular,jul,mon,315,3,999,0,nonexistent,no
43,admin.,married,university.degree,no,no,yes,cellular,aug,tue,209,1,999,0,nonexistent,no
74,retired,married,unknown,no,no,yes,cellular,mar,fri,607,2,999,0,nonexistent,yes
46,admin.,divorced,basic.9y,no,yes,no,telephone,may,thu,56,2,999,0,nonexistent,no
38,technician,single,professional.course,no,yes,no,cellular,nov,mon,68,1,999,0,nonexistent,no
32,self-employed,single,university.degree,no,yes,no,cellular,dec,mon,205,4,999,1,failure,yes
48,technician,married,high.school,no,no,no,telephone,jun,mon,185,2,999,0,nonexistent,no
28,student,single,high.school,no,yes,no,cellular,jul,mon,250,2,6,1,success,yes
34,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,fri,1094,3,999,0,nonexistent,no
33,admin.,divorced,university.degree,no,no,yes,cellular,jul,thu,106,3,999,0,nonexistent,no
49,blue-collar,married,high.school,no,no,no,telephone,may,mon,560,4,999,0,nonexistent,no
39,admin.,single,professional.course,no,yes,no,cellular,may,tue,209,5,999,1,failure,no
37,technician,married,university.degree,no,no,no,telephone,may,wed,360,2,999,0,nonexistent,no
37,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,430,2,999,0,nonexistent,no
29,technician,single,university.degree,no,no,no,cellular,may,mon,50,7,999,0,nonexistent,no
31,admin.,single,high.school,no,no,no,cellular,jul,tue,140,3,999,0,nonexistent,no
57,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,tue,47,1,999,0,nonexistent,no
29,admin.,single,university.degree,no,yes,no,cellular,jul,mon,333,2,999,0,nonexistent,no
41,admin.,married,high.school,no,yes,yes,telephone,may,thu,223,2,999,0,nonexistent,no
54,blue-collar,divorced,basic.4y,unknown,yes,yes,cellular,jul,thu,80,1,999,0,nonexistent,no
56,management,married,university.degree,no,no,no,telephone,jun,wed,154,4,999,0,nonexistent,no
28,services,married,high.school,no,no,no,telephone,jun,mon,659,2,999,0,nonexistent,yes
57,management,divorced,professional.course,no,yes,no,cellular,nov,fri,56,1,999,0,nonexistent,no
51,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,237,1,6,4,success,yes
30,technician,single,university.degree,no,no,no,cellular,jul,thu,131,8,999,0,nonexistent,no
21,student,single,unknown,no,no,no,telephone,jul,thu,220,7,999,1,failure,no
37,services,married,basic.6y,no,no,no,telephone,may,wed,155,4,999,0,nonexistent,no
33,housemaid,unknown,university.degree,no,no,no,cellular,jun,tue,77,3,999,0,nonexistent,no
32,self-employed,married,basic.9y,no,no,no,telephone,may,fri,101,2,999,0,nonexistent,no
35,technician,married,professional.course,no,yes,no,telephone,jun,fri,74,2,999,0,nonexistent,no
30,admin.,married,university.degree,no,no,no,cellular,aug,thu,45,17,999,0,nonexistent,no
41,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,182,3,999,0,nonexistent,no
22,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,106,1,999,0,nonexistent,no
37,services,married,high.school,no,no,no,cellular,may,thu,262,2,999,0,nonexistent,no
40,management,married,university.degree,no,yes,no,cellular,may,tue,459,1,999,0,nonexistent,no
51,blue-collar,married,professional.course,no,no,yes,cellular,aug,thu,17,5,999,0,nonexistent,no
35,housemaid,single,basic.4y,unknown,yes,no,cellular,nov,wed,66,2,3,1,success,no
36,admin.,single,university.degree,no,no,no,cellular,nov,wed,337,1,999,0,nonexistent,yes
31,admin.,single,basic.9y,no,no,no,cellular,jul,fri,978,1,999,0,nonexistent,yes
28,services,married,high.school,no,yes,yes,cellular,jul,wed,177,1,999,0,nonexistent,no
57,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,45,2,999,0,nonexistent,no
36,technician,married,professional.course,no,no,no,telephone,may,wed,1423,3,999,0,nonexistent,yes
51,unemployed,married,professional.course,unknown,no,no,telephone,may,wed,912,2,999,0,nonexistent,no
50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,100,5,999,0,nonexistent,no
45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,246,2,999,0,nonexistent,no
26,management,single,university.degree,no,yes,no,cellular,jul,tue,154,1,999,0,nonexistent,no
37,housemaid,married,university.degree,unknown,no,yes,cellular,aug,mon,103,2,999,0,nonexistent,no
50,management,married,university.degree,no,no,no,cellular,jul,thu,144,1,999,0,nonexistent,no
31,blue-collar,single,high.school,no,no,no,telephone,jul,tue,802,11,999,0,nonexistent,yes
36,management,single,university.degree,no,yes,no,telephone,may,wed,145,3,999,0,nonexistent,no
43,entrepreneur,single,unknown,no,no,no,cellular,jul,mon,96,3,999,1,failure,no
53,admin.,married,basic.9y,no,no,no,telephone,may,mon,40,5,999,0,nonexistent,no
39,self-employed,single,high.school,no,no,no,cellular,jul,thu,168,2,999,0,nonexistent,no
32,admin.,single,university.degree,no,no,no,cellular,may,wed,532,2,999,0,nonexistent,no
26,technician,single,university.degree,no,yes,yes,cellular,aug,wed,65,1,999,0,nonexistent,no
31,admin.,single,basic.9y,no,yes,yes,cellular,may,fri,156,4,999,0,nonexistent,no
34,admin.,married,university.degree,no,no,no,telephone,may,fri,83,2,999,0,nonexistent,no
44,blue-collar,divorced,high.school,no,yes,no,telephone,jun,wed,340,1,999,0,nonexistent,no
51,blue-collar,divorced,basic.6y,unknown,no,no,telephone,may,tue,518,2,999,0,nonexistent,no
36,blue-collar,married,unknown,no,yes,no,cellular,may,thu,25,1,999,0,nonexistent,no
42,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,109,2,999,0,nonexistent,no
53,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,91,3,999,0,nonexistent,no
43,management,married,professional.course,no,no,no,telephone,may,thu,734,5,999,0,nonexistent,no
28,blue-collar,single,basic.4y,no,no,no,cellular,may,thu,166,1,999,0,nonexistent,no
38,services,married,high.school,no,no,no,cellular,jul,thu,81,1,999,0,nonexistent,no
27,admin.,single,university.degree,no,yes,no,cellular,apr,fri,156,2,999,0,nonexistent,yes
31,admin.,single,university.degree,no,no,no,cellular,nov,thu,68,1,999,0,nonexistent,no
26,services,married,high.school,no,yes,no,telephone,jul,tue,514,11,999,0,nonexistent,no
34,technician,married,basic.6y,unknown,no,no,telephone,jun,mon,478,2,999,0,nonexistent,no
47,management,married,high.school,no,yes,yes,cellular,nov,fri,225,3,999,0,nonexistent,no
56,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,342,1,999,0,nonexistent,no
73,retired,married,basic.4y,unknown,no,no,cellular,aug,wed,76,1,999,0,nonexistent,no
30,admin.,married,university.degree,no,no,no,cellular,nov,tue,95,1,999,0,nonexistent,no
31,technician,married,high.school,no,yes,yes,cellular,nov,thu,435,1,999,0,nonexistent,no
39,blue-collar,married,basic.4y,no,yes,yes,telephone,may,thu,81,4,999,0,nonexistent,no
42,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,141,6,999,0,nonexistent,no
36,technician,married,basic.9y,no,yes,yes,cellular,may,tue,67,1,999,1,failure,no
38,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,37,1,999,0,nonexistent,no
25,technician,single,professional.course,no,yes,no,cellular,jul,mon,292,2,999,0,nonexistent,no
35,admin.,married,university.degree,no,yes,yes,telephone,may,mon,67,1,999,0,nonexistent,no
57,admin.,divorced,university.degree,unknown,yes,yes,cellular,jul,tue,816,6,999,0,nonexistent,yes
30,unemployed,divorced,high.school,no,no,no,cellular,jul,fri,167,3,999,0,nonexistent,no
42,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,367,2,999,0,nonexistent,no
44,services,married,high.school,no,no,no,cellular,aug,thu,464,3,999,0,nonexistent,no
49,management,divorced,high.school,unknown,no,no,telephone,jun,wed,319,6,999,0,nonexistent,no
48,technician,married,university.degree,no,no,no,cellular,aug,fri,209,1,999,0,nonexistent,no
35,admin.,single,university.degree,no,no,no,telephone,may,fri,123,4,999,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,jul,wed,11,6,999,0,nonexistent,no
33,blue-collar,single,basic.9y,no,no,no,cellular,aug,fri,257,1,999,1,failure,no
31,technician,single,high.school,no,yes,no,cellular,aug,wed,113,2,999,0,nonexistent,no
39,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,wed,393,6,999,0,nonexistent,no
56,retired,married,high.school,no,unknown,unknown,cellular,aug,tue,235,1,999,0,nonexistent,no
33,admin.,single,professional.course,no,yes,no,cellular,jul,thu,143,4,999,0,nonexistent,no
33,services,single,high.school,no,yes,no,cellular,oct,tue,189,2,999,0,nonexistent,no
41,self-employed,married,university.degree,no,yes,yes,telephone,may,tue,442,2,999,0,nonexistent,no
34,technician,married,university.degree,no,no,no,cellular,jul,thu,76,1,999,0,nonexistent,no
53,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,225,1,999,0,nonexistent,no
41,self-employed,divorced,university.degree,no,no,yes,cellular,jul,thu,52,6,999,0,nonexistent,no
57,retired,single,high.school,no,no,no,telephone,jun,wed,904,4,999,0,nonexistent,no
37,admin.,married,university.degree,no,no,no,cellular,nov,mon,282,2,6,1,success,yes
25,admin.,married,university.degree,no,no,no,cellular,mar,fri,243,3,999,0,nonexistent,yes
43,technician,married,professional.course,no,yes,no,cellular,aug,wed,78,7,999,0,nonexistent,no
32,admin.,single,university.degree,unknown,no,no,cellular,aug,tue,240,5,999,0,nonexistent,no
51,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,mon,324,2,999,0,nonexistent,no
31,blue-collar,single,high.school,no,no,no,telephone,jun,fri,672,2,999,0,nonexistent,no
34,technician,married,university.degree,no,no,no,cellular,nov,tue,131,1,999,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,cellular,aug,mon,566,6,999,0,nonexistent,no
45,blue-collar,married,unknown,no,no,no,cellular,apr,thu,829,1,999,0,nonexistent,no
31,blue-collar,married,high.school,no,no,no,cellular,jul,wed,248,2,999,0,nonexistent,no
27,services,single,high.school,no,unknown,unknown,cellular,jul,fri,179,1,999,1,failure,yes
41,unknown,married,unknown,no,yes,no,cellular,aug,tue,214,3,999,0,nonexistent,no
31,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,406,2,999,0,nonexistent,no
48,admin.,single,university.degree,no,yes,no,cellular,aug,fri,260,2,999,1,failure,no
57,admin.,married,university.degree,no,no,no,cellular,aug,tue,612,3,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,97,2,999,0,nonexistent,no
40,technician,married,basic.9y,no,yes,no,telephone,may,thu,74,1,999,0,nonexistent,no
25,technician,single,professional.course,no,yes,no,telephone,may,fri,65,1,999,0,nonexistent,no
43,admin.,married,high.school,no,yes,no,telephone,may,thu,152,2,999,0,nonexistent,no
48,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,264,1,999,0,nonexistent,no
34,technician,divorced,professional.course,no,yes,no,cellular,may,fri,7,6,999,1,failure,no
40,management,divorced,university.degree,unknown,yes,yes,telephone,may,fri,201,3,999,0,nonexistent,no
34,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,328,1,999,0,nonexistent,no
29,admin.,single,university.degree,unknown,yes,no,cellular,aug,thu,158,1,999,0,nonexistent,no
29,admin.,single,high.school,no,yes,no,cellular,sep,thu,216,1,6,2,success,yes
33,technician,single,university.degree,no,yes,no,cellular,aug,tue,116,1,999,0,nonexistent,no
30,technician,married,university.degree,no,yes,no,telephone,may,tue,683,2,999,0,nonexistent,yes
35,blue-collar,married,basic.4y,no,no,no,cellular,jul,tue,545,3,999,0,nonexistent,no
34,services,married,high.school,unknown,no,no,telephone,may,tue,1313,2,999,0,nonexistent,no
29,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,666,1,999,0,nonexistent,yes
59,retired,divorced,basic.4y,unknown,yes,no,telephone,jun,fri,39,2,999,0,nonexistent,no
26,admin.,divorced,high.school,no,yes,no,telephone,jun,mon,50,1,999,0,nonexistent,no
24,admin.,single,high.school,unknown,yes,no,cellular,jul,thu,421,1,999,0,nonexistent,no
48,services,married,high.school,unknown,yes,no,telephone,may,tue,189,1,999,0,nonexistent,no
26,admin.,married,high.school,no,yes,yes,cellular,jun,tue,142,1,999,0,nonexistent,no
29,admin.,married,university.degree,no,yes,no,cellular,jun,tue,201,1,999,0,nonexistent,yes
34,blue-collar,married,professional.course,unknown,no,no,cellular,may,wed,65,2,999,1,failure,no
41,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,253,1,999,0,nonexistent,yes
31,admin.,married,university.degree,no,yes,no,telephone,nov,mon,44,1,999,0,nonexistent,no
45,self-employed,married,basic.6y,no,yes,no,cellular,aug,wed,100,1,999,0,nonexistent,no
53,admin.,divorced,university.degree,unknown,no,no,telephone,jun,mon,53,2,999,0,nonexistent,no
36,technician,single,professional.course,no,yes,no,cellular,nov,tue,216,1,999,0,nonexistent,no
33,admin.,married,high.school,no,yes,no,telephone,may,wed,48,2,999,1,failure,no
44,technician,single,professional.course,no,yes,no,telephone,may,wed,300,4,999,0,nonexistent,no
34,admin.,married,professional.course,no,yes,no,cellular,aug,wed,276,3,999,0,nonexistent,no
46,admin.,married,basic.9y,no,no,no,cellular,aug,thu,73,6,999,0,nonexistent,no
59,retired,married,university.degree,no,no,no,telephone,may,fri,35,1,999,0,nonexistent,no
37,technician,married,professional.course,no,yes,no,telephone,jun,tue,296,1,999,0,nonexistent,no
24,housemaid,married,basic.9y,no,no,no,cellular,may,wed,45,4,999,0,nonexistent,no
58,retired,married,unknown,unknown,yes,no,cellular,jul,mon,174,1,999,0,nonexistent,no
27,self-employed,single,university.degree,no,no,no,cellular,mar,fri,281,1,999,0,nonexistent,yes
35,admin.,married,university.degree,no,yes,no,telephone,sep,wed,7,1,999,0,nonexistent,no
36,management,married,university.degree,no,yes,no,telephone,may,thu,59,3,999,0,nonexistent,no
59,blue-collar,married,professional.course,no,no,no,telephone,oct,tue,19,1,999,0,nonexistent,no
45,services,divorced,high.school,no,no,no,cellular,nov,thu,71,2,999,1,failure,no
33,admin.,married,university.degree,no,yes,yes,cellular,may,thu,444,1,999,0,nonexistent,no
28,admin.,single,university.degree,no,yes,no,cellular,may,fri,50,2,999,0,nonexistent,no
41,admin.,single,university.degree,no,yes,yes,cellular,nov,fri,45,2,999,0,nonexistent,no
41,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,75,1,999,1,failure,no
33,technician,single,professional.course,no,yes,no,cellular,aug,mon,122,4,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,147,5,999,0,nonexistent,no
31,services,married,high.school,unknown,no,no,telephone,may,tue,110,1,999,0,nonexistent,no
34,technician,married,professional.course,no,yes,no,cellular,mar,mon,93,1,999,0,nonexistent,no
39,admin.,married,university.degree,no,yes,no,telephone,may,thu,543,1,999,0,nonexistent,yes
46,entrepreneur,single,professional.course,no,yes,no,telephone,nov,thu,8,1,999,0,nonexistent,no
51,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,337,3,999,0,nonexistent,no
71,retired,married,university.degree,no,yes,yes,telephone,apr,mon,89,12,999,0,nonexistent,no
48,management,married,basic.9y,no,yes,no,telephone,jun,fri,384,2,999,0,nonexistent,no
31,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,275,1,999,0,nonexistent,no
33,services,divorced,high.school,no,yes,no,telephone,may,thu,109,1,999,0,nonexistent,no
35,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,70,2,999,1,failure,no
51,management,married,university.degree,no,yes,no,cellular,aug,thu,244,1,999,0,nonexistent,no
30,admin.,single,university.degree,no,yes,no,cellular,jun,thu,106,1,3,2,success,no
44,technician,married,basic.9y,no,yes,no,cellular,oct,tue,306,1,2,1,success,no
31,admin.,single,high.school,no,no,no,cellular,apr,thu,252,1,5,1,success,yes
32,admin.,married,university.degree,no,no,no,telephone,jun,fri,18,9,999,0,nonexistent,no
56,admin.,married,university.degree,no,no,yes,cellular,jul,fri,569,1,999,0,nonexistent,no
33,blue-collar,single,basic.9y,no,yes,no,cellular,nov,mon,214,1,999,0,nonexistent,no
36,services,married,high.school,no,no,no,cellular,oct,fri,141,1,999,2,failure,no
32,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,265,7,999,0,nonexistent,no
31,technician,divorced,professional.course,no,no,no,cellular,aug,mon,231,5,999,0,nonexistent,no
37,technician,single,professional.course,no,yes,no,cellular,aug,thu,17,8,999,0,nonexistent,no
42,admin.,married,basic.6y,no,yes,yes,telephone,jun,wed,365,1,999,0,nonexistent,no
43,management,married,university.degree,no,yes,no,cellular,may,wed,192,1,999,0,nonexistent,no
40,technician,single,basic.9y,unknown,yes,yes,cellular,nov,mon,99,1,999,1,failure,no
88,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,82,2,999,0,nonexistent,no
40,technician,single,high.school,no,yes,no,cellular,aug,fri,73,1,999,0,nonexistent,no
44,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,55,2,999,0,nonexistent,no
32,blue-collar,married,basic.6y,no,yes,yes,cellular,may,mon,101,2,999,0,nonexistent,no
28,admin.,single,basic.9y,no,no,no,telephone,jun,mon,166,2,999,0,nonexistent,no
50,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,119,1,999,0,nonexistent,no
57,admin.,single,university.degree,unknown,yes,yes,cellular,aug,wed,73,1,999,0,nonexistent,no
32,technician,single,university.degree,no,yes,no,cellular,jul,fri,42,2,999,0,nonexistent,no
58,retired,married,basic.9y,no,no,no,telephone,may,wed,256,4,999,0,nonexistent,no
37,entrepreneur,married,university.degree,no,yes,no,cellular,may,mon,79,5,999,0,nonexistent,no
26,admin.,single,university.degree,no,yes,no,cellular,sep,tue,386,3,6,3,success,yes
36,admin.,single,basic.9y,no,yes,yes,telephone,apr,wed,173,1,999,0,nonexistent,yes
31,technician,single,professional.course,no,no,no,telephone,jul,fri,141,2,999,0,nonexistent,no
57,retired,single,high.school,no,unknown,unknown,telephone,may,mon,1266,1,999,0,nonexistent,no
34,unemployed,married,high.school,no,yes,yes,cellular,jul,thu,118,1,999,0,nonexistent,no
54,admin.,married,university.degree,unknown,yes,no,telephone,jun,wed,79,10,999,0,nonexistent,no
60,blue-collar,married,unknown,unknown,yes,no,cellular,may,mon,26,5,999,0,nonexistent,no
34,self-employed,married,basic.9y,no,yes,no,telephone,nov,tue,37,1,999,0,nonexistent,no
35,admin.,single,university.degree,no,no,yes,telephone,jul,wed,98,1,999,0,nonexistent,no
42,admin.,married,basic.6y,no,no,no,telephone,jul,tue,340,1,999,0,nonexistent,no
24,student,single,high.school,no,yes,no,cellular,jun,wed,74,3,999,0,nonexistent,no
39,admin.,married,high.school,no,yes,no,cellular,jul,mon,627,3,999,0,nonexistent,no
32,technician,married,university.degree,no,yes,no,cellular,aug,thu,318,1,999,0,nonexistent,no
57,technician,married,professional.course,no,no,no,telephone,may,fri,27,7,999,0,nonexistent,no
40,services,single,high.school,no,no,no,telephone,jun,tue,420,4,999,0,nonexistent,no
41,entrepreneur,married,high.school,unknown,no,no,telephone,may,thu,56,13,999,0,nonexistent,no
37,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,161,1,999,0,nonexistent,no
47,services,married,high.school,no,no,no,telephone,may,tue,98,1,999,0,nonexistent,no
35,blue-collar,single,basic.6y,unknown,yes,no,telephone,jun,fri,55,4,999,0,nonexistent,no
53,admin.,divorced,high.school,no,yes,no,telephone,may,fri,64,4,999,0,nonexistent,no
32,admin.,married,high.school,no,yes,no,telephone,jul,mon,19,1,999,0,nonexistent,no
46,blue-collar,single,basic.9y,unknown,no,no,cellular,jul,thu,121,1,999,0,nonexistent,no
47,admin.,divorced,high.school,no,no,no,telephone,jun,thu,23,2,999,0,nonexistent,no
46,technician,single,professional.course,unknown,no,no,cellular,aug,mon,824,2,999,0,nonexistent,no
34,admin.,single,university.degree,unknown,no,no,telephone,jul,tue,143,5,999,0,nonexistent,no
37,admin.,married,university.degree,no,no,no,telephone,may,wed,209,2,999,0,nonexistent,no
57,retired,married,basic.4y,no,yes,yes,telephone,apr,tue,1348,4,999,0,nonexistent,yes
28,blue-collar,single,unknown,no,yes,no,cellular,jul,thu,25,1,999,0,nonexistent,no
29,technician,single,professional.course,no,no,yes,cellular,may,wed,289,2,999,0,nonexistent,no
38,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,130,2,999,0,nonexistent,no
34,technician,single,professional.course,no,no,no,telephone,may,wed,223,1,999,0,nonexistent,no
38,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,654,2,999,1,failure,yes
30,student,single,university.degree,no,no,no,cellular,jul,tue,332,2,13,2,failure,yes
52,technician,married,high.school,no,yes,no,cellular,nov,tue,385,1,999,0,nonexistent,no
52,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,160,1,999,0,nonexistent,no
43,admin.,single,high.school,no,no,no,cellular,apr,tue,487,1,999,0,nonexistent,no
40,admin.,married,university.degree,no,no,no,cellular,aug,tue,139,1,999,0,nonexistent,no
44,management,married,university.degree,no,yes,no,cellular,may,tue,71,1,999,0,nonexistent,no
34,blue-collar,married,high.school,no,yes,no,telephone,jul,mon,50,2,999,0,nonexistent,no
40,entrepreneur,married,university.degree,no,no,no,cellular,may,mon,181,2,999,0,nonexistent,no
33,admin.,single,university.degree,no,yes,yes,cellular,may,fri,1024,3,999,1,failure,yes
42,admin.,married,university.degree,no,yes,no,cellular,aug,fri,231,1,999,0,nonexistent,no
49,retired,married,high.school,no,no,no,cellular,may,mon,47,3,999,1,failure,no
32,admin.,single,university.degree,no,yes,no,cellular,jun,tue,369,1,999,0,nonexistent,no
47,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,86,2,999,0,nonexistent,no
57,management,divorced,university.degree,no,no,no,telephone,may,wed,283,3,999,0,nonexistent,no
36,technician,married,professional.course,no,yes,no,cellular,may,thu,191,1,999,1,failure,no
27,services,married,high.school,no,no,yes,cellular,may,tue,416,4,999,0,nonexistent,no
43,unemployed,divorced,basic.9y,no,yes,no,cellular,jul,mon,265,4,999,0,nonexistent,no
33,unemployed,married,university.degree,no,yes,yes,cellular,aug,fri,78,1,999,0,nonexistent,no
35,entrepreneur,married,university.degree,no,yes,yes,telephone,may,thu,477,1,999,0,nonexistent,no
29,admin.,single,university.degree,unknown,yes,no,cellular,jul,fri,837,8,999,0,nonexistent,no
38,services,married,high.school,no,no,no,telephone,may,mon,219,4,999,0,nonexistent,no
34,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,191,3,999,0,nonexistent,no
32,services,married,unknown,no,no,no,telephone,jun,mon,98,4,999,0,nonexistent,no
62,technician,married,unknown,no,yes,no,cellular,mar,mon,192,1,6,1,success,yes
43,services,married,high.school,no,no,no,telephone,may,tue,202,1,999,0,nonexistent,no
